date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_elo,away_elo
1921-09-18,Guatemala,Costa Rica,0,6,0,1,1508.5707376518324,1510.0
1921-10-02,Argentina,Brazil,1,0,0,1,1518.105288271916,1507.750016412002
1921-10-09,Paraguay,Uruguay,2,1,1,1,1500.0,1568.7080195878657
1921-10-12,Brazil,Paraguay,3,0,1,1,1499.46991479674,1511.9521930478627
1921-10-16,Argentina,Paraguay,3,0,0,1,1526.3853898871778,1501.5930786946028
1921-10-22,Northern Ireland,England,1,1,0,1,1480.5202004507241,1619.329357966791
1921-10-23,Uruguay,Brazil,2,1,1,1,1556.755826540003,1509.82902915
1921-10-30,Argentina,Uruguay,1,0,0,1,1534.2653417749218,1565.413318561103
1922-02-04,Wales,Scotland,2,1,0,1,1430.8013109417604,1607.4600569789975
1922-03-04,Scotland,Northern Ireland,2,1,0,1,1593.9678742409646,1483.0220799585802
1922-03-13,England,Wales,1,0,0,1,1616.8274784589348,1444.2934936797933
1922-04-01,Northern Ireland,Wales,1,1,0,1,1477.3492858968555,1439.9459219170199
1922-04-08,England,Scotland,0,1,0,1,1621.1750502217083,1599.6406683026894
1922-06-08,Serbia,Romania,1,2,0,1,1500.0,1500.0
1922-09-17,Brazil,Chile,1,1,0,1,1501.1715371289,1405.4366757282164
1922-09-23,Uruguay,Chile,2,0,1,1,1555.9553915203694,1409.401418479436
1922-09-24,Brazil,Paraguay,1,1,0,1,1497.2067943776804,1493.7131268068588
1922-09-28,Argentina,Chile,4,0,1,1,1543.7232688156555,1403.386012622658
1922-10-01,Brazil,Uruguay,0,0,0,1,1495.6791750135365,1561.9707973771474
1922-10-05,Paraguay,Chile,3,0,1,1,1495.2407461710027,1397.2190196152374
1922-10-08,Uruguay,Argentina,1,0,1,1,1561.5022301659337,1549.8902618230761
1922-10-12,Paraguay,Uruguay,1,0,1,1,1502.4920005338802,1571.168135239107
1922-10-15,Brazil,Argentina,2,0,0,1,1496.1477422247501,1540.2243567499029
1922-10-18,Argentina,Paraguay,2,0,1,1,1530.394828972185,1514.443310820102
1922-10-21,England,Northern Ireland,2,0,0,1,1609.144733983759,1474.8853739289684
1922-10-22,Brazil,Argentina,2,1,0,1,1505.977270002468,1539.93602969975
1922-10-22,Brazil,Paraguay,3,0,0,1,1515.5158937854321,1504.902110092537
1922-11-12,Uruguay,Argentina,1,0,0,1,1559.2168249528852,1530.3974059167858
1922-12-10,Uruguay,Argentina,1,0,0,1,1566.986353324554,1522.627877545117
1922-12-17,Argentina,Uruguay,2,2,0,1,1515.278873061219,1574.335357808452
1923-03-03,Northern Ireland,Scotland,0,1,0,1,1469.7417915573847,1611.6709845406388
1923-03-05,Wales,England,2,2,0,1,1442.409833884907,1614.2883163553427
1923-03-17,Scotland,Wales,2,0,0,1,1619.0851152111402,1445.7806332233322
1923-04-14,Wales,Northern Ireland,0,3,0,1,1441.4481337936913,1462.3276608868832
1923-04-14,Scotland,England,2,2,0,1,1623.417614640781,1610.9175170169174
1923-05-20,Argentina,Paraguay,0,2,0,1,1515.5394806235001,1496.629228024943
1923-05-22,China,Philippines,3,0,1,1,1545.8503549643067,1492.9342653011502
1923-05-23,Japan,Philippines,1,2,0,1,1461.2153797345431,1484.4456444693303
1923-05-24,Japan,China,1,5,0,1,1450.4464059184163,1554.3389757961265
1923-05-25,Argentina,Paraguay,1,0,0,1,1503.581689309994,1508.587019338449
1923-06-10,Romania,Serbia,1,2,0,1,1511.4292623481676,1488.5707376518324
1923-06-24,Argentina,Uruguay,0,0,0,1,1512.2938303710007,1574.0747502461709
1923-07-15,Argentina,Uruguay,2,2,0,1,1512.6327826066804,1573.7357980104912
1923-07-22,Uruguay,Argentina,2,2,0,1,1573.4163362815386,1512.952244335633
1923-09-30,Uruguay,Argentina,0,2,0,1,1570.3398945656795,1516.028686051492
1923-10-20,Northern Ireland,England,2,1,0,1,1473.1638582842843,1612.6972580569668
1923-10-29,Argentina,Paraguay,4,3,1,1,1528.9439332488087,1499.8748782774423
1923-11-04,Uruguay,Paraguay,2,0,0,1,1557.424647368363,1490.7096060775586
1923-11-11,Paraguay,Brazil,1,0,1,1,1483.948022353949,1523.7887758530262
1923-11-18,Argentina,Brazil,2,1,1,1,1538.1092054486924,1512.6470666777977
1923-11-25,Uruguay,Brazil,2,1,0,1,1564.1862310919726,1503.3786167348442
1923-12-02,Uruguay,Argentina,2,0,0,1,1571.100840520779,1547.377655391646
1923-12-09,Argentina,Brazil,2,0,0,1,1539.4682955659077,1496.4640073060377
1924-02-16,Wales,Scotland,2,0,0,1,1430.6119363962903,1621.6378736007316
1924-03-01,Scotland,Northern Ireland,2,0,0,1,1607.7879698473973,1485.6852681508847
1924-03-03,England,Wales,1,2,0,1,1600.1758481903664,1444.4618401496245
1924-03-15,Northern Ireland,Wales,0,1,0,1,1480.2698024285048,1459.7758290920133
1924-04-12,England,Scotland,1,1,0,1,1584.8618592479777,1613.2034355697772
1924-05-15,Paraguay,Argentina,1,3,0,1,1495.0897315291775,1546.8535748055199
1924-05-18,Paraguay,Argentina,2,1,0,1,1485.140498583463,1556.8028077512342
1924-05-25,United States,Estonia,1,0,1,1,1500.0,1500.0
1924-05-25,Argentina,Uruguay,4,0,0,1,1546.180123043034,1579.0102003465172
1924-05-25,Uruguay,Argentina,2,0,0,1,1569.5039885297156,1555.6863348598356
1924-05-25,Switzerland,Lithuania,9,0,1,1,1500.0,1500.0
1924-05-25,Italy,Spain,1,0,1,1,1491.3011240082164,1531.0104171729013
1924-05-26,Hungary,Poland,5,0,1,1,1515.2449826971745,1500.0
1924-05-26,Uruguay,Serbia,7,0,1,1,1577.6875513020777,1500.6375663103775
1924-05-27,France,Latvia,7,0,0,1,1491.1764665578241,1500.0
1924-05-27,Netherlands,Romania,6,0,1,1,1523.5572351070077,1499.3624336896225
1924-05-28,Ireland,Bulgaria,1,0,1,1,1378.5341071072596,1500.0
1924-05-29,Italy,Luxembourg,2,0,1,1,1502.439098610662,1490.7461971774667
1924-05-29,Sweden,Belgium,8,1,1,1,1457.2724764848329,1518.4345002793157
1924-05-29,Egypt,Hungary,3,0,1,1,1489.7480649024847,1524.8064782093022
1924-05-29,Uruguay,United States,3,0,1,1,1585.5055290061935,1510.0
1924-06-01,France,Uruguay,1,5,0,1,1499.996830433841,1593.3658840462365
1924-06-01,Sweden,Egypt,5,0,1,1,1469.0148991560832,1500.7537162625306
1924-06-02,Switzerland,Italy,2,1,1,1,1510.0,1512.1026768605034
1924-06-02,Netherlands,Ireland,2,1,1,1,1532.861976262635,1391.8943762566817
1924-06-05,Switzerland,Sweden,2,1,1,1,1520.0605191660613,1479.9258830623146
1924-06-06,Uruguay,Netherlands,2,1,1,1,1602.1240654807548,1539.0135028121692
1924-06-08,Netherlands,Sweden,1,1,1,1,1530.8102525674929,1471.0759397925974
1924-06-09,Sweden,Netherlands,3,1,1,1,1472.7784889053216,1529.1077034547686
1924-06-09,Uruguay,Switzerland,3,0,1,1,1610.3273157254312,1528.9104624357785
1924-06-15,Denmark,Sweden,2,3,0,1,1517.4818891289567,1484.385716301476
1924-08-31,Uruguay,Argentina,2,3,0,1,1618.025922833571,1547.5027720874734
1924-09-14,Norway,Denmark,1,3,0,1,1484.9743457198756,1505.134772756588
1924-09-21,Sweden,Norway,6,1,0,1,1496.7328326738445,1474.117599266243
1924-10-12,Argentina,Paraguay,0,0,1,1,1560.8389488735334,1495.7631832916634
1924-10-19,Uruguay,Chile,5,0,0,1,1604.689746047511,1389.9677652523599
1924-10-22,England,Northern Ireland,3,1,0,1,1584.239285939616,1468.2682145341632
1924-10-25,Argentina,Chile,2,0,1,1,1558.9875182183434,1386.389895407274
1924-10-26,Uruguay,Paraguay,3,1,0,1,1608.267615892597,1497.6146139468533
1924-11-01,Paraguay,Chile,3,1,1,1,1491.9349681238061,1380.9856733069028
1924-11-02,Uruguay,Argentina,0,0,0,1,1613.9472617156441,1564.3917403187147
1925-02-14,Scotland,Wales,3,1,0,1,1613.826008878139,1471.7774169863549
1925-02-28,Northern Ireland,Scotland,0,3,0,1,1462.712237039258,1618.8001476199631
1925-02-28,Wales,England,1,2,0,1,1466.8032782445307,1589.795263434521
1925-04-04,Scotland,England,2,0,0,1,1625.838178899214,1597.7247578582776
1925-04-18,Wales,Northern Ireland,0,0,0,1,1458.8737838207742,1455.6742057600072
1925-05-17,Philippines,Japan,4,0,0,1,1495.2146182854572,1441.9852367118174
1925-05-20,China,Japan,2,0,1,1,1562.8001450027255,1434.8719669037855
1925-05-22,Philippines,China,1,5,0,1,1502.327888093489,1569.2759219320776
1925-06-14,Sweden,Denmark,0,2,0,1,1504.6727083398466,1515.9915192102208
1925-06-21,Denmark,Norway,5,1,0,1,1527.1002760484496,1466.1777236002408
1925-07-09,Argentina,Paraguay,1,1,0,1,1567.1812468845428,1498.8458883259377
1925-07-12,Argentina,Paraguay,1,1,0,1,1563.9011483087863,1502.1259869016942
1925-08-23,Norway,Sweden,3,7,0,1,1459.2661071229634,1493.5639515016178
1925-10-24,Northern Ireland,England,0,0,0,1,1457.1935570116104,1589.9359114352617
1925-10-31,Wales,Scotland,0,3,0,1,1457.354432569171,1633.6270253222299
1925-11-29,Argentina,Paraguay,2,0,0,1,1560.790582242515,1505.2365529679655
1925-12-06,Brazil,Paraguay,5,2,1,1,1489.0787280664256,1498.1844971059982
1925-12-13,Argentina,Brazil,4,1,0,1,1567.8426381044824,1499.3407531760142
1925-12-17,Brazil,Paraguay,3,1,1,1,1492.6251284106606,1487.9224719964095
1925-12-20,Argentina,Paraguay,3,1,0,1,1574.558262869836,1478.0578170631634
1925-12-25,Argentina,Brazil,2,2,0,1,1580.574964836923,1502.4897833439068
1926-02-13,Northern Ireland,Wales,3,0,0,1,1459.5310483905812,1450.836852574086
1926-02-27,Scotland,Northern Ireland,4,0,0,1,1640.144605317315,1467.8575832122685
1926-03-01,England,Wales,1,3,0,1,1587.598420056291,1442.5103177523986
1926-04-17,England,Scotland,0,1,0,1,1572.5074604090742,1644.4970161283738
1926-05-01,Kenya,Uganda,1,1,0,1,1500.0,1500.0
1926-05-03,Kenya,Uganda,2,1,0,1,1498.5707376518324,1501.4292623481676
1926-05-29,Argentina,Paraguay,2,1,0,1,1577.0467847324744,1472.0411150960763
1926-06-03,Argentina,Paraguay,2,1,0,1,1582.8595575453871,1466.2283422831636
1926-06-09,Sweden,Norway,3,2,0,1,1504.0155884166961,1448.814470207885
1926-09-19,Norway,Denmark,2,2,0,1,1441.7531367072534,1534.011892525727
1926-10-03,Denmark,Sweden,2,0,0,1,1532.8015504715954,1511.0769219173278
1926-10-03,Serbia,Romania,2,3,0,1,1492.8195886062617,1490.0576925339954
1926-10-12,Chile,Bolivia,7,1,0,1,1374.0747531047712,1500.0
1926-10-16,Argentina,Bolivia,5,0,1,1,1588.4002999215672,1487.8488306253548
1926-10-17,Chile,Uruguay,1,3,0,1,1386.2259224794163,1611.157755149816
1926-10-20,Argentina,Paraguay,8,0,1,1,1595.5843794410216,1460.6875999069835
1926-10-20,England,Northern Ireland,3,3,0,1,1563.1395269566058,1463.5051724012096
1926-10-23,Paraguay,Bolivia,6,1,1,1,1454.3862278627503,1480.6647511059005
1926-10-24,Uruguay,Argentina,2,0,1,1,1616.5091472454926,1601.8857514852548
1926-10-28,Uruguay,Bolivia,6,0,1,1,1626.0885004483544,1469.9098334248567
1926-10-30,Scotland,Wales,3,0,0,1,1653.8649495808422,1457.6012773996154
1926-10-31,Chile,Argentina,1,1,0,1,1380.8745303837397,1592.306398282393
1926-11-01,Uruguay,Paraguay,6,1,1,1,1631.8734704664896,1465.141145543794
1926-11-03,Chile,Paraguay,5,1,0,1,1385.2131001107264,1459.6027343483154
1926-12-31,Georgia,Armenia,7,0,0,1,1500.0,1500.0
1926-12-31,Azerbaijan,Armenia,4,0,1,1,1500.0,1491.4292623481676
1926-12-31,Georgia,Azerbaijan,2,4,0,1,1508.5707376518324,1509.7533643676206
1927-02-12,Wales,England,3,3,0,1,1453.7005393520408,1559.0806134266736
1927-02-26,Northern Ireland,Scotland,0,2,0,1,1467.5640859311418,1657.7656876284168
1927-04-02,Scotland,England,1,2,0,1,1663.936011944881,1557.5000104281714
1927-04-09,Wales,Northern Ireland,2,2,0,1,1455.281142350543,1461.3937616146775
1927-05-10,Romania,Serbia,0,3,0,1,1501.56473474013,1481.312546400127
1927-06-19,Sweden,Denmark,0,0,0,1,1503.112487589466,1540.7659847994573
1927-06-26,Norway,Sweden,3,5,0,1,1442.963478761385,1502.7572761828994
1927-07-14,Uruguay,Argentina,0,1,0,1,1637.4118816619682,1587.9678285554064
1927-08-27,China,Japan,5,1,0,1,1578.788504851702,1428.3961899744334
1927-08-29,Japan,Philippines,2,1,1,1,1423.5993680576735,1492.8153051738645
1927-08-30,Argentina,Uruguay,0,1,0,1,1600.7543761913687,1624.625334026006
1927-08-31,China,Philippines,3,1,0,1,1583.585326768462,1480.8490542465174
1927-09-25,Hungary,Austria,5,3,0,1,1513.8008268492563,1509.216637677473
1927-10-22,Northern Ireland,England,2,0,0,1,1462.6502660398182,1571.7211292835864
1927-10-29,Wales,Scotland,2,2,0,1,1454.0246379254022,1649.7148930894662
1927-10-30,Argentina,Bolivia,7,1,1,1,1590.0037365408054,1464.1248634067215
1927-10-30,Denmark,Norway,3,1,0,1,1541.1211962060238,1433.245292270794
1927-11-01,Peru,Uruguay,0,4,0,1,1500.0,1635.3759736765692
1927-11-06,Italy,Austria,0,1,0,1,1502.042157694442,1500.7748975133736
1927-11-06,Uruguay,Bolivia,9,0,1,1,1642.9669504572757,1457.5973216025297
1927-11-13,Peru,Bolivia,3,2,0,1,1492.4090232192934,1452.4781206338507
1927-11-20,Argentina,Uruguay,3,2,1,1,1596.5312783449972,1648.0861514259548
1927-11-27,Peru,Argentina,1,5,0,1,1499.8769027621508,1608.0043510157448
1927-11-28,England,Wales,1,2,0,1,1560.0371282715794,1457.9882985648628
1927-12-31,Georgia,Armenia,1,1,0,1,1497.1748347972646,1481.675897980547
1927-12-31,Georgia,Azerbaijan,1,1,0,1,1495.3116444527532,1521.1492672221884
1927-12-31,Azerbaijan,Armenia,6,3,1,1,1521.8435973285784,1483.5390883250584
1928-01-01,Italy,Switzerland,3,2,0,1,1490.577184542762,1521.2118553276387
1928-02-04,Northern Ireland,Wales,1,2,0,1,1474.3342670518252,1472.1050930660072
1928-02-25,Scotland,Northern Ireland,0,1,0,1,1645.7512324500055,1462.842213032656
1928-03-25,Italy,Hungary,4,3,0,1,1500.0203820522897,1522.2425670133557
1928-03-31,England,Scotland,1,5,0,1,1545.920333770435,1629.8990262970267
1928-05-06,Serbia,Romania,3,1,0,1,1493.307453040741,1489.5698280995161
1928-05-27,Portugal,Chile,4,2,1,1,1500.0,1395.913939369323
1928-05-27,Belgium,Luxembourg,5,3,1,1,1506.6920776080653,1481.0826189276254
1928-05-28,Egypt,Turkey,7,1,1,1,1489.8427323562992,1500.0
1928-05-28,Germany,Switzerland,4,0,1,1,1489.8544954574445,1511.768657818111
1928-05-29,Argentina,United States,11,2,1,1,1616.3467456351066,1502.139644959957
1928-05-29,Italy,France,4,3,1,1,1509.2225714537406,1491.2386489993228
1928-05-29,Portugal,Serbia,2,1,1,1,1507.090683462141,1501.7729766145558
1928-05-30,Spain,Mexico,7,1,1,1,1519.8724425704556,1500.0
1928-05-30,Netherlands,Uruguay,0,2,0,1,1517.5004760586144,1636.6130787552072
1928-06-01,Italy,Spain,1,1,1,1,1518.7054143461432,1529.3010906286095
1928-06-02,Argentina,Belgium,6,3,1,1,1623.1730937459631,1515.9563101663755
1928-06-03,Uruguay,Germany,4,1,1,1,1644.6496872117118,1500.4844006493765
1928-06-04,Egypt,Portugal,2,1,1,1,1500.1349987592503,1516.9376395062511
1928-06-04,Italy,Spain,7,1,1,1,1519.010287913806,1528.9962170609467
1928-06-05,Chile,Mexico,3,1,1,1,1388.823255907182,1490.5713519418462
1928-06-05,Netherlands,Belgium,3,1,0,1,1509.4638676021098,1508.9478912908821
1928-06-06,Argentina,Egypt,6,0,1,1,1630.1815126214565,1510.618240947083
1928-06-07,Uruguay,Italy,3,2,1,1,1650.7230872159555,1529.2976269402727
1928-06-07,Sweden,Norway,6,1,0,1,1512.4754626734905,1427.500410797876
1928-06-08,Netherlands,Chile,2,2,0,1,1518.020060734525,1401.6708562020349
1928-06-09,Italy,Egypt,11,3,1,1,1522.6568637081837,1503.9298425702643
1928-06-10,Argentina,Uruguay,1,1,1,1,1636.8699109982751,1657.3638504480446
1928-06-13,Uruguay,Argentina,2,1,1,1,1656.7746706236928,1637.4590908226269
1928-06-17,Norway,Denmark,2,3,0,1,1421.2009832629544,1546.8660776789418
1928-06-24,Georgia,Armenia,5,1,0,1,1494.6173143463632,1474.6371354364003
1928-06-28,Azerbaijan,Armenia,4,0,1,1,1530.7455502172365,1466.624523412944
1928-07-01,Georgia,Azerbaijan,6,0,0,1,1502.6299263698195,1538.920670650282
1928-07-25,Latvia,Lithuania,3,0,1,1,1491.179636123983,1490.0
1928-07-26,Estonia,Lithuania,6,0,0,1,1490.0,1480.0339525264617
1928-07-27,Estonia,Latvia,0,1,0,1,1498.2909751003142,1501.1456835975214
1928-08-30,Argentina,Uruguay,1,0,0,1,1628.0144658378035,1666.2192956085162
1928-09-21,Uruguay,Argentina,2,2,0,1,1656.558657530563,1637.6751039157566
1928-10-07,Denmark,Sweden,3,1,0,1,1554.7220507439717,1518.774890208412
1928-10-07,Austria,Hungary,5,1,0,1,1512.2398706650536,1513.040377611905
1928-10-14,Switzerland,Italy,2,3,0,1,1501.138752626179,1532.1183780956528
1928-10-22,England,Northern Ireland,2,1,0,1,1536.8952130414134,1478.6944191856348
1928-10-27,Scotland,Wales,4,2,0,1,1638.9241470260483,1483.5971470851764
1928-10-28,Austria,Switzerland,2,0,0,1,1520.8331854857745,1490.591848492071
1928-11-01,Hungary,Switzerland,3,1,0,1,1504.447062791184,1482.8611744497398
1928-11-17,Wales,England,2,3,0,1,1478.9031377888746,1543.8778664259069
1928-12-31,Uganda,Kenya,4,0,0,1,1492.7778373855526,1507.2221626144474
1929-02-02,Wales,Northern Ireland,2,2,0,1,1469.3338784334187,1471.7117658011414
1929-02-23,Northern Ireland,Scotland,3,7,0,1,1473.073920560749,1643.6181563223502
1929-04-07,Austria,Italy,3,0,0,1,1528.5638595281057,1542.6652822297608
1929-04-13,Scotland,England,1,0,0,1,1650.2814402173854,1553.4471257813627
1929-04-14,Switzerland,Hungary,4,5,0,1,1474.8929120085977,1512.415325232326
1929-05-10,Romania,Serbia,2,3,0,1,1481.1043045257013,1491.9260205704456
1929-06-14,Sweden,Finland,3,1,0,1,1511.1993932799794,1504.1041860439555
1929-06-16,Sweden,Denmark,3,2,0,1,1519.5706959993652,1562.2975476724043
1929-06-18,Norway,Finland,4,0,0,1,1413.3450101979245,1495.7328833245697
1929-06-23,Denmark,Norway,2,5,0,1,1552.5068551352301,1424.2745172293912
1929-08-14,Latvia,Lithuania,3,1,0,1,1512.494366476194,1471.7429774261475
1929-08-15,Estonia,Lithuania,5,2,1,1,1486.9422922216415,1464.297185993567
1929-08-16,Latvia,Estonia,2,2,0,1,1519.9401579087748,1496.2914350572444
1929-09-20,Uruguay,Argentina,2,1,0,1,1654.601605232092,1639.6321562142277
1929-09-28,Argentina,Uruguay,0,0,0,1,1631.4806315571848,1662.753129889135
1929-09-29,Norway,Sweden,2,1,0,1,1438.9972634342641,1529.3613885365394
1929-10-06,Romania,Serbia,2,1,0,1,1469.9814182879006,1503.0489068082463
1929-10-13,Denmark,Finland,8,0,0,1,1537.7841089303572,1484.803376293103
1929-10-19,Northern Ireland,England,0,3,0,1,1466.4106366657138,1547.4385055210764
1929-10-26,Wales,Scotland,2,4,0,1,1467.971723673811,1656.2900604776717
1929-10-27,Switzerland,Austria,1,3,0,1,1464.533932512763,1537.5342767305142
1929-11-01,Paraguay,Uruguay,3,0,1,1,1448.9018950897187,1663.291629292329
1929-11-03,Argentina,Peru,3,0,0,1,1630.9421321539908,1491.534508142789
1929-11-10,Argentina,Paraguay,4,1,0,1,1635.9733004548239,1464.3926949850622
1929-11-11,Uruguay,Peru,4,1,1,1,1647.8008293969854,1486.503339841956
1929-11-16,Paraguay,Peru,5,0,1,1,1460.0264210114117,1480.8387693506336
1929-11-17,Argentina,Uruguay,2,0,0,1,1640.3395744284744,1653.4653998883077
1929-11-20,England,Wales,6,0,0,1,1556.547818287085,1461.755048762615
1929-12-31,Kenya,Uganda,3,5,0,1,1498.2419795157723,1501.7580204842277
1930-01-26,Greece,Serbia,2,1,0,1,1488.9524863832723,1493.5358781796622
1930-02-01,Northern Ireland,Wales,7,0,0,1,1457.3013238997053,1455.6969137397894
1930-02-22,Scotland,Northern Ireland,3,1,0,1,1662.5067353888678,1465.8268564053876
1930-03-16,Cuba,Jamaica,3,1,0,1,1500.0,1500.0
1930-03-17,Costa Rica,Guatemala,8,1,1,1,1521.3889417440264,1497.181795907806
1930-03-18,Honduras,Jamaica,5,4,1,1,1491.4292623481676,1491.4292623481676
1930-03-19,El Salvador,Guatemala,8,2,1,1,1490.0,1487.8774083347691
1930-03-20,Cuba,Honduras,7,0,0,1,1508.5707376518324,1501.4292623481676
1930-03-22,Costa Rica,El Salvador,9,2,1,1,1530.6933293170632,1499.9389076609755
1930-03-23,Cuba,Honduras,5,0,0,1,1516.9407440227658,1493.0592559772342
1930-03-26,Costa Rica,El Salvador,5,0,1,1,1539.8104506338127,1490.821786344226
1930-03-29,Honduras,El Salvador,4,1,1,1,1485.1542529136389,1482.2225229509784
1930-03-30,Cuba,Costa Rica,2,1,0,1,1524.8457470863611,1548.4097140270603
1930-04-01,Cuba,El Salvador,5,2,0,1,1534.0863218993895,1472.3069029196397
1930-04-04,Costa Rica,Honduras,8,0,1,1,1539.169139214032,1495.0698729449775
1930-04-05,England,Scotland,5,2,0,1,1562.6059533099105,1666.3999559921615
1930-05-04,Serbia,Romania,2,1,0,1,1484.835678179738,1479.4944469164848
1930-05-11,Hungary,Italy,0,5,0,1,1522.7743047281608,1533.6948650273523
1930-05-25,Romania,Greece,8,1,0,1,1471.0739598404573,1497.6526863831966
1930-05-25,Japan,Philippines,7,2,0,1,1435.5656189850206,1474.9822681827195
1930-05-25,Argentina,Uruguay,1,1,0,1,1649.282217446615,1644.522756870167
1930-05-27,China,Philippines,5,0,1,1,1589.45211283226,1465.286787323901
1930-05-30,Japan,China,3,3,0,1,1445.261099843839,1596.023101584625
1930-06-01,Norway,Finland,6,2,0,1,1450.1538375301423,1477.683544821142
1930-06-16,Finland,Denmark,1,6,0,1,1468.329391598693,1544.903940402318
1930-06-22,Denmark,Sweden,6,1,0,1,1554.1405515249214,1518.2048144406613
1930-07-06,Sweden,Norway,6,3,0,1,1510.6290080435845,1459.5079907525912
1930-07-13,France,Mexico,4,1,1,1,1481.75580610692,1477.7237516469934
1930-07-13,United States,Belgium,3,0,1,1,1495.3132968491004,1500.3916981584669
1930-07-14,Serbia,Brazil,2,1,1,1,1493.2561652557654,1506.0179634483554
1930-07-14,Romania,Peru,3,1,1,1,1480.4008606935477,1470.2404572905566
1930-07-15,Argentina,France,1,0,1,1,1647.7190357759725,1491.6397594604373
1930-07-16,Chile,Mexico,3,0,1,1,1406.1236085994644,1467.8397982934762
1930-07-17,United States,Paraguay,3,0,1,1,1505.4594545797113,1470.6247330714887
1930-07-17,Serbia,Bolivia,4,0,1,1,1503.6233142304088,1445.0102410909933
1930-07-18,Uruguay,Peru,1,0,0,1,1646.0859385408096,1460.5328138707964
1930-07-19,Argentina,Mexico,6,3,1,1,1653.5063585276087,1456.0819140089102
1930-07-19,Chile,France,1,0,1,1,1417.8814928840304,1485.8524367088012
1930-07-20,Paraguay,Belgium,1,0,1,1,1461.6240107656674,1490.245540427856
1930-07-20,Brazil,Bolivia,4,0,1,1,1495.650814473712,1436.681436670823
1930-07-21,Uruguay,Romania,4,0,0,1,1650.1839159084989,1490.1085041133078
1930-07-22,Argentina,Chile,3,1,1,1,1658.3657528126905,1429.8132712681258
1930-07-26,Argentina,United States,6,1,1,1,1662.5965986054787,1514.4601768855325
1930-07-27,Uruguay,Serbia,6,1,0,1,1654.780445408269,1511.9521186505792
1930-07-30,Uruguay,Argentina,4,2,0,1,1659.7378293358267,1668.573759020925
