date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_xg,away_xg,xg_available,home_elo,away_elo,home_avg_attack,home_avg_defense,away_avg_attack,away_avg_defense,home_avg_overall,away_avg_overall
2024-06-06,Malawi,Sao Tome and Principe,3.0,1.0,0,1,,,0,1499.9195022265021,1480.5679325077233,,,,,,
2024-06-06,Mauritania,Sudan,0.0,2.0,0,1,,,0,1492.8585246963353,1507.4245049765866,,,,,,
2024-06-06,Myanmar,Japan,0.0,5.0,0,1,0.1,2.81,1,1479.432979726052,1538.8298939066135,,,,,,
2024-06-06,Jordan,Tajikistan,3.0,0.0,0,1,,,0,1509.5417265808044,1501.109479184068,,,,,,
2024-06-06,Suriname,Saint Vincent and the Grenadines,4.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Palestine,Lebanon,0.0,0.0,0,1,,,0,1510.2438144795456,1481.6584614778433,,,,,,
2024-06-06,Uzbekistan,Turkmenistan,3.0,1.0,0,1,,,0,1528.1708106046235,1471.6506700376917,,,,,,
2024-06-06,Nepal,United Arab Emirates,0.0,4.0,0,1,,,0,1470.8303264236772,1539.2652589816585,,,,,,
2024-06-06,Kyrgyzstan,Malaysia,1.0,1.0,0,1,,,0,1519.7736039831013,1499.4323663038288,,,,,,
2024-06-06,Indonesia,Iraq,0.0,2.0,0,1,0.37,2.68,1,1530.0128047622143,1538.3283523847535,,,,,,
2024-06-06,North Korea,Syria,1.0,0.0,0,1,,,0,1484.5449941120023,1506.6171209774868,,,,,,
2024-06-07,Honduras,Cuba,3.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-07,Nigeria,South Africa,1.0,1.0,0,1,,,0,1500.0804977734979,1499.7169703270781,,,,,,
2024-06-07,Zimbabwe,Lesotho,0.0,2.0,0,1,,,0,1499.9195022265021,1499.7192887747315,,,,,,
2024-06-07,Costa Rica,Saint Kitts and Nevis,4.0,0.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-07,Mozambique,Somalia,2.0,1.0,0,1,,,0,1499.9195022265021,1480.0,,,,,,
2024-06-07,Uganda,Botswana,1.0,0.0,0,1,,,0,1502.8585246963353,1497.709407811388,,,,,,
2024-06-07,El Salvador,Puerto Rico,0.0,0.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-07,Kenya,Burundi,1.0,1.0,0,1,,,0,1502.8585246963353,1497.1414753036647,,,,,,
2024-06-07,Morocco,Zambia,2.0,1.0,0,1,,,0,1511.749879890046,1499.4320674922767,,,,,,
2024-06-07,Madagascar,Comoros,2.0,1.0,0,1,,,0,1502.8585246963353,1517.1414753036647,,,,,,
2024-06-07,Angola,Swaziland,1.0,0.0,0,1,,,0,1502.5754950234134,1477.4245049765866,,,,,,
2024-06-07,Haiti,Saint Lucia,2.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-07,Panama,Guyana,2.0,0.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-07,Ivory Coast,Gabon,1.0,0.0,0,1,,,0,1519.5136723864475,1520.0,,,,,,
